Timestamp,Date,4.5r Sort table by 4.5r in ascending order,4.5chg Sort table by 4.5chg in ascending order,20r Sort table by 20r in ascending order,20chg Sort table by 20chg in ascending order,50r Sort table by 50r in ascending order,50chg Sort table by 50chg in ascending order,52wh Sort table by 52wh in ascending order,52wl Sort table by 52wl in ascending order,>4.5+ Sort table by >4.5+ in ascending order,<4.5- Sort table by <4.5- in ascending order,>10sma Sort table by >10sma in ascending order,<10sma Sort table by <10sma in ascending order,>20sma Sort table by >20sma in ascending order,<20sma Sort table by <20sma in ascending order,>50sma Sort table by >50sma in ascending order,<50sma Sort table by <50sma in ascending order,>200sma Sort table by >200sma in ascending order,<200sma Sort table by <200sma in ascending order,Total stocks Sort table by Total stocks in ascending order,Column22
2026-02-05T15:35:49.178,MTARTECH,29.13,14.46,12.05,-5.28,0.286,0.373,1.25,,,,,,,,,,,,,
2026-02-05T15:35:49.178,MCX,27.83,20.46,12.03,18.63,0.080,0.311,0.520,,,,,,,,,,,,,
2026-02-05T15:35:49.178,SBC,26.88,17.86,10.56,-1.49,0.050,0.206,0.700,,,,,,,,,,,,,
2026-02-05T15:35:49.178,SILVERTUC,26.36,25.20,2.89,-1.09,-0.061,0.709,0.850,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GABRIEL,26.18,24.70,42.32,27.74,-0.057,-0.195,-0.043,,,,,,,,,,,,,
2026-02-05T15:35:49.178,BHAGYANGR,26.08,23.14,9.44,-3.64,-0.053,0.333,0.821,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GVT&D,26.00,14.55,18.96,18.30,0.142,0.173,0.267,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GRMOVER,25.84,34.84,24.54,19.29,-0.066,0.078,0.277,,,,,,,,,,,,,
2026-02-05T15:35:49.178,JAYNECOIND,25.09,33.85,19.23,0.609,-0.174,0.031,0.447,,,,,,,,,,,,,
2026-02-05T15:35:49.178,SHARDACROP,24.62,2.03,3.25,21.91,0.393,0.488,0.052,,,,,,,,,,,,,
2026-02-05T15:35:49.178,IMFA,24.55,13.52,16.82,-0.083,0.025,0.174,0.839,,,,,,,,,,,,,
2026-02-05T15:35:49.178,BAJAJCON,24.35,10.29,9.70,-3.04,0.312,0.216,0.635,,,,,,,,,,,,,
2026-02-05T15:35:49.178,NATIONALUM,23.89,17.18,1.52,-1.40,0.051,0.580,0.947,,,,,,,,,,,,,
2026-02-05T15:35:49.178,ATALREAL,23.78,21.77,26.12,30.64,0.050,0.104,0.437,,,,,,,,,,,,,
2026-02-05T15:35:49.178,KMEW,23.64,17.01,NaN,NaN,0.009,0.255,1.05,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GMDCLTD,23.38,22.99,14.85,1.18,0.001,0.082,0.501,,,,,,,,,,,,,
2026-02-05T15:35:49.178,SJS,23.28,15.49,12.91,7.46,0.005,0.049,0.514,,,,,,,,,,,,,
2026-02-05T15:35:49.178,MIRCELECTR,23.15,15.16,7.20,-7.48,-0.012,0.309,1.21,,,,,,,,,,,,,
2026-02-05T15:35:49.178,STALLION,23.13,NaN,NaN,NaN,-0.206,-0.214,0.426,,,,,,,,,,,,,
2026-02-05T15:35:49.178,ROSSTECH,22.54,11.40,NaN,NaN,0.201,0.204,0.305,,,,,,,,,,,,,
2026-02-05T15:35:49.178,LTF,22.26,31.29,21.82,4.65,-0.114,0.029,0.387,,,,,,,,,,,,,
2026-02-05T15:35:49.178,ASHOKLEY,22.19,17.05,8.60,-0.083,0.085,0.430,0.647,,,,,,,,,,,,,
2026-02-05T15:35:49.178,ABCAPITAL,22.07,24.19,14.31,6.30,-0.042,0.056,0.240,,,,,,,,,,,,,
2026-02-05T15:35:49.178,APOLLO,21.93,28.97,37.37,12.15,-0.085,-0.084,0.411,,,,,,,,,,,,,
2026-02-05T15:35:49.178,CRAFTSMAN,21.61,13.17,9.91,5.62,-0.021,0.159,0.184,,,,,,,,,,,,,
2026-02-05T15:35:49.178,IZMO,21.13,16.22,36.03,-5.56,-0.119,-0.221,0.959,,,,,,,,,,,,,
2026-02-05T15:35:49.178,POCL,20.91,20.07,12.68,17.90,-0.174,-0.044,0.097,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GOLDIETF,20.51,17.65,12.05,9.59,0.133,0.284,0.543,,,,,,,,,,,,,
2026-02-05T15:35:49.178,ANURAS,20.50,20.87,11.71,11.60,-0.035,0.223,0.158,,,,,,,,,,,,,
2026-02-05T15:35:49.178,BSLGOLDETF,20.35,17.81,12.10,9.68,0.127,0.276,0.532,,,,,,,,,,,,,
2026-02-05T15:35:49.178,NETWEB,20.22,8.42,9.56,-0.144,-0.072,-0.059,0.348,,,,,,,,,,,,,
2026-02-05T15:35:49.178,IFBAGRO,19.87,40.26,35.01,13.39,-0.302,-0.215,0.240,,,,,,,,,,,,,
2026-02-05T15:35:49.178,SHRIRAMFIN,19.77,17.17,7.05,1.36,-0.008,0.255,0.592,,,,,,,,,,,,,
2026-02-05T15:35:49.178,QGOLDHALF,19.69,17.74,12.12,9.65,0.106,0.255,0.510,,,,,,,,,,,,,
2026-02-05T15:35:49.178,BBNPPGOLD,19.69,17.46,12.24,9.84,0.116,0.261,0.516,,,,,,,,,,,,,
2026-02-05T15:35:49.178,TATAGOLD,19.66,17.52,11.94,9.53,0.112,0.262,0.514,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GOLDCASE,19.66,17.55,12.01,9.59,0.112,0.261,0.514,,,,,,,,,,,,,
2026-02-05T15:35:49.178,RBLBANK,19.58,24.33,21.66,5.22,-0.050,-0.066,0.147,,,,,,,,,,,,,
2026-02-05T15:35:49.178,LICMFGOLD,19.56,17.67,11.98,9.51,0.108,0.248,0.499,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GOLDBETA,19.54,17.83,12.27,9.69,0.104,0.251,0.506,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GROWWGOLD,19.52,17.39,11.84,NaN,0.112,0.257,0.506,,,,,,,,,,,,,
2026-02-05T15:35:49.178,EGOLD,19.49,17.48,11.90,9.49,0.107,0.255,0.506,,,,,,,,,,,,,
2026-02-05T15:35:49.178,HDFCGOLD,19.48,17.58,12.10,9.42,0.106,0.251,0.504,,,,,,,,,,,,,
2026-02-05T15:35:49.178,SKMEGGPROD,19.46,14.96,17.70,4.80,0.035,-0.042,0.253,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GOLDETF,19.39,17.54,12.24,9.54,0.103,0.244,0.503,,,,,,,,,,,,,
2026-02-05T15:35:49.178,THANGAMAYL,19.38,18.69,11.57,0.638,-0.087,0.034,0.672,,,,,,,,,,,,,
2026-02-05T15:35:49.178,AXISGOLD,19.37,17.61,12.02,9.64,0.102,0.251,0.500,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GOLD1,19.30,17.41,12.11,9.67,0.104,0.246,0.498,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GOLDBEES,19.17,17.46,11.99,9.52,0.100,0.244,0.496,,,,,,,,,,,,,
2026-02-05T15:35:49.178,SETFGOLD,19.17,17.49,12.05,9.55,0.101,0.244,0.495,,,,,,,,,,,,,
2026-02-05T15:35:49.178,GOLDADD,19.10,17.76,12.08,9.71,0.096,0.241,0.491,,,,,,,,,,,,,
2026-02-05T15:35:49.178,UJJIVANSFB,18.39,16.92,9.89,0.603,0.087,0.235,0.439,,,,,,,,,,,,,
2026-02-05T15:35:49.178,JKTYRE,17.37,9.93,4.90,-5.73,0.050,0.197,0.622,,,,,,,,,,,,,
2026-02-05T15:35:49.178,Symbol Sort table by Symbol in ascending order,Change Sort table by Change in ascending order,,,,,,,,,,,,,,,,,,,
2026-02-05T15:35:49.178,RML,8.47,,,,,,,,,,,,,,,,,,,
2026-02-05T15:35:49.178,Symbol Sort table by Symbol in ascending order,Cmp Sort table by Cmp in ascending order,%ch Sort table by %ch in ascending order,Low 2% Sort table by Low 2% in ascending order,Low5 Sort table by Low5 in ascending order,Sl Sort table by Sl in ascending order,Target Sort table by Target in ascending order,R_vol Sort table by R_vol in ascending order,Forward pe Sort table by Forward pe in ascending order,Pe Sort table by Pe in ascending order,Rsi Sort table by Rsi in ascending order,Sector Sort table by Sector in ascending order,Industry Sort table by Industry in ascending order,Adx Sort table by Adx in ascending order,%ch sl Sort table by %ch sl in ascending order,Rs Sort table by Rs in ascending order,Srs Sort table by Srs in ascending order,Ars Sort table by Ars in ascending order,Is Sort table by Is in ascending order,Tps Sort table by Tps in ascending order,Rs score Sort table by Rs score in ascending order
2026-02-05T15:35:49.178,GVT&D,3518.30,0.225,3321.32,3089.10,2992.65,4306.77,0.935,77.43,84.16,73.41,industrials,electric equipment,30.21,17.56,47.05,0.162,0.538,3100.53,2833.90,26.00
2026-02-05T15:35:49.178,GMDCLTD,613.10,-0.236,590.94,556,549.43,708.60,1.13,10.46,19.47,60.85,metals & mining,mining / minerals / metals,20.47,11.59,56.76,0.364,0.652,546.35,510.18,23.38
2026-02-05T15:35:49.178,ASHOKLEY,201.93,0.503,196,185.52,192.90,215.48,0.803,39.13,20.48,68.08,auto,automobiles - lcvs / hcvs,53.53,4.68,61.38,0.552,0.629,188.60,179.53,22.19
2026-02-05T15:35:49.178,CRAFTSMAN,7849,0.006,7547.47,7080,7320.60,8641.59,0.343,42.36,50.70,57.88,auto,auto ancillaries,17.54,7.22,31.05,0.130,0.328,7137.76,6614.32,21.61
2026-02-05T15:35:49.178,CUB,293.60,0.513,285.47,271.50,279.89,314.17,0.403,16.38,17.25,55.25,bank,banks - private sector,20.24,4.90,34.80,0.254,0.467,262.24,241.62,16.71
2026-02-05T15:35:49.178,CHENNPETRO,889,0.919,864.36,808.65,834.29,971.07,0.900,3.30,6.10,56.68,energy,refineries,16.99,6.56,20.44,0.277,0.256,796.82,756.68,15.95
2026-02-05T15:35:49.178,SYRMA,860.80,1.25,805.71,720.30,721.60,1069.60,1.36,40.38,55.82,74.56,consumer discretionary,electronics - components,32.10,19.29,32.63,0.116,0.525,756.76,682.93,15.35
2026-02-05T15:35:49.178,INDIANB,879,-0.028,854.27,806.20,868.73,894.40,0.420,9.41,10.29,55.37,bank,banks - public sector,19.49,1.18,37.73,0.250,0.422,813.48,768.29,14.81
2026-02-05T15:35:49.178,UNIONBANK,176.75,0.363,172.00,165.11,176.52,177.09,0.694,6.64,7.10,58.81,bank,banks - public sector,30.79,0.129,22.82,0.229,0.211,162.77,154.74,14.15
2026-02-05T15:35:49.178,POWERINDIA,19150,0.562,18300.52,17850,17464.01,21678.99,0.847,162.12,162.16,56.92,industrials,electric equipment,24.43,9.65,-3.60,-0.148,0.070,17312.31,16105.05,12.32
2026-02-05T15:35:49.178,SAIL,159.50,1.41,149.24,141.30,151.13,172.06,1.05,43.82,23.30,64.02,metals & mining,steel - large,27.73,5.54,19.42,0.191,0.199,145.25,135.06,12.13
2026-02-05T15:35:49.178,TATASTEEL,198,1.33,187.69,182.55,191.44,207.84,1.16,19.88,35.79,61.95,metals & mining,steel - large,27.05,3.43,24.53,0.142,0.184,184.26,174.37,11.86
2026-02-05T15:35:49.178,BANKINDIA,163.10,1.35,157.61,146.40,160.18,167.48,1.12,6.60,7.46,58.28,bank,banks - public sector,25.71,1.82,41.41,0.343,0.350,149.61,141.26,11.72
2026-02-05T15:35:49.178,APLAPOLLO,2182.10,0.363,2111.80,2036.60,2059.44,2366.08,1.52,48.84,52.85,76.34,industrials,steel - large,41.07,5.96,27.75,0.260,0.144,2052.81,1970.15,11.19
2026-02-05T15:35:49.178,HDFCAMC,2760,1.28,2666.48,2432,2477.01,3184.49,2.27,38.40,23.42,64.57,financials,finance & investments,15.41,11.42,7.39,-0.102,0.110,2569.71,2439.50,10.26
2026-02-05T15:35:49.178,SBIN,1072.90,0.440,1046.15,988.30,1051.10,1105.60,1.03,11.76,11.92,62.25,bank,banks - public sector,37.26,2.07,32.31,0.228,0.306,1009.35,969.78,9.98
2026-02-05T15:35:49.178,JINDALSTEL,1179,1.00,1127.20,1082.70,1113.26,1277.61,0.702,157.62,59.77,68.03,metals & mining,steel - large,29.87,5.91,24.87,0.087,0.203,1097.34,1042.10,9.64
2026-02-05T15:35:49.178,M&MFIN,375.30,1.43,361.67,341.40,350.36,412.70,0.765,15.82,20.85,55.92,financials,finance & investments,15.62,7.12,38.85,0.363,0.405,342.24,324.65,9.31
2026-02-05T15:35:49.178,IDFCFIRSTB,85.11,-0.035,82.98,79.38,81.43,90.63,1.01,39.40,44.58,56.57,bank,banks - private sector,15.91,4.52,10.33,0.132,0.207,80.49,77.71,9.10
2026-02-05T15:35:49.178,GESHIP,1268,2.36,1207.56,1125,1172.99,1410.52,2.31,5.57,7.82,76.89,transportation,shipping,20.24,8.10,23.34,0.243,0.312,1168.94,1112.04,8.92
2026-02-05T15:35:49.178,IOC,175.87,1.79,168.97,157.56,160.81,198.47,2.85,7.74,9.56,70.19,energy,refineries,14.51,9.37,17.30,0.143,0.185,165.68,160.06,8.74
2026-02-05T15:35:49.178,ADANIENSOL,1011.40,2.35,960.40,842,846.90,1258.15,1.21,54.97,52.53,59.33,power & utilities,power generation and supply,28.41,19.42,13.71,0.172,0.112,907.44,834.57,8.19
2026-02-05T15:35:49.178,APARINDS,9471,-0.058,9192.89,7749.50,7712.48,12108.77,0.988,45.52,39.10,70.43,industrials,electric equipment,35.69,22.80,7.53,0.004,0.197,8447.73,7843.77,8.15
2026-02-05T15:35:49.178,JSWSTEEL,1241,1.04,1189.92,1172.90,1205.23,1294.65,0.645,35.42,40.24,63.23,metals & mining,steel - large,18.71,2.97,19.32,0.074,0.183,1178.00,1131.54,7.40
2026-02-05T15:35:49.178,RAMCOCEM,1164.90,0.945,1119.65,1069,1089.55,1277.92,0.303,89.06,73.74,69.07,building materials,cement - south india,17.08,6.92,5.72,-0.056,0.156,1089.08,1038.92,6.12
2026-02-05T15:35:49.178,INOXINDIA,1129,-0.106,1100.44,1082,1084.79,1195.31,0.992,42.13,41.74,53.17,industrials,packaging,20.24,4.08,-9.02,-0.081,-0.108,1064.73,1036.52,4.94
2026-02-05T15:35:49.178,KEI,4444.70,0.484,4255.75,3802.10,3873.35,5301.73,0.940,45.22,49.11,62.78,industrials,cables - power,27.66,14.75,20.33,0.066,0.216,4055.30,3786.26,3.99
2026-02-05T15:35:49.178,SARDAEN,530,1.66,504.75,467,468.86,621.70,1.72,14.45,17.28,63.40,metals & mining,steel - medium / small,24.81,13.04,22.39,-0.123,0.191,488.35,465.11,3.92
2026-02-05T15:35:49.178,IFCI,59.53,2.83,56.62,54.80,56.81,63.61,2.25,-248.04,38.85,59.30,financials,finance - term-lending institutions,24.18,4.78,-3.24,0.005,-0.058,52.91,49.67,3.86
2026-02-05T15:35:49.178,WELCORP,836.65,2.57,791.84,710,731.93,993.73,1.23,12.18,11.05,64.06,industrials,steel - large,21.78,14.31,-10.58,-0.117,0.032,766.32,719.12,3.52
2026-02-05T15:35:49.178,MINDACORP,595,2.23,564.63,542.35,537.21,681.68,4.63,41.32,51.32,59.76,auto,auto ancillaries,15.95,10.76,15.09,0.187,0.044,543.55,517.47,3.43
2026-02-05T15:35:49.178,GRASIM,2871.10,0.921,2768.50,2713,2757.30,3041.80,1.30,87.96,44.75,58.05,textiles,textiles - manmade,16.60,4.13,2.64,-0.036,0.061,2741.38,2650.28,3.34
2026-02-05T15:35:49.178,BAJAJ-AUTO,9659.50,0.213,9408,9175.50,9366.75,10098.62,0.455,24.52,30.28,60.62,auto,automobiles - scooters and 3 - wheelers,22.98,3.13,15.54,0.081,0.042,9145.59,8779.67,3.19
2026-02-05T15:35:49.178,ULTRACEMCO,12770,-0.281,12477.36,12191,12542.68,13110.98,0.690,54.42,49.14,62.97,building materials,cement - north india,16.83,1.81,1.66,-0.042,0.081,12186.58,11813.01,2.69
2026-02-05T15:35:49.178,METROPOLIS,1969,3.85,1870.82,1839,1818.08,2195.39,9.13,48.40,61.80,59.31,healthcare,healthcare,11.57,8.30,-4.28,-0.091,0.140,1795.11,1739.69,2.43
2026-02-05T15:35:49.178,SHYAMMETL,862.50,0.653,823.35,827.65,821.84,923.49,0.512,30.37,24.60,58.97,metals & mining,steel - large,17.76,4.95,0.349,-0.180,-0.045,809.42,774.46,1.98
2026-02-05T15:35:49.178,LUPIN,2217.90,1.03,2152.96,2078.20,2129.47,2350.54,1.29,17.13,23.17,63.79,healthcare,pharmaceuticals - indian - bulk drugs & formln,15.95,4.15,15.88,0.051,0.088,2101.21,2040.29,1.96
2026-02-05T15:35:49.178,INDIAMART,2281,0.259,2196.57,2162.30,2180.03,2432.46,2.35,18.18,22.55,57.97,i.t,miscellaneous,20.00,4.63,-11.83,-0.179,-0.045,2138.15,2050.01,1.87
2026-02-05T15:35:49.178,DMART,3930,2.76,3748.60,3529,3637.88,4368.17,1.95,74.71,86.86,62.15,consumer discretionary,trading,19.02,8.03,-6.20,-0.151,-0.072,3710.60,3565.54,1.85
2026-02-05T15:35:49.178,ONGC,268.65,0.637,260.68,247.60,258.39,284.04,1.23,7.83,9.19,64.01,energy,oil drilling / allied services,30.59,3.97,10.68,0.058,0.062,248.39,235.00,1.57
2026-02-05T15:35:49.178,J&KBANK,103.99,-1.31,101.25,98.61,102.44,106.31,0.535,4.92,5.42,52.50,bank,banks - private sector,12.30,1.51,-7.12,-0.066,0.002,97.72,94.38,1.50
2026-02-05T15:35:49.178,BANDHANBNK,157.61,0.172,153.46,145.52,148.76,170.88,0.635,30.78,25.17,63.51,bank,banks - private sector,20.76,5.95,-11.23,-0.126,-0.098,148.57,142.48,1.17
2026-02-05T15:35:49.178,DRREDDY,1245,0.387,1212.26,1167.10,1181.29,1340.56,0.609,21.42,18.55,55.97,healthcare,pharmaceuticals - indian - bulk drugs & formln,23.74,5.39,-1.89,-0.045,-0.032,1175.39,1131.79,1.16
2026-02-05T15:35:49.178,AARTIIND,452.85,2.25,430.27,360.85,368.76,578.99,2.55,30.85,42.55,81.92,chemicals,chemicals,26.98,22.80,-0.874,0.102,-0.085,410.21,381.78,0.797
2026-02-05T15:35:49.178,TORNTPOWER,1420,0.888,1357.79,1266.80,1317.85,1573.22,1.94,24.72,23.59,60.59,power & utilities,power generation and supply,13.72,7.75,-0.490,-0.036,-0.037,1320.10,1252.58,-0.574
2026-02-05T15:35:49.178,BALKRISIND,2678,0.544,2518.99,2226.10,2382.21,3121.68,2.33,33.86,39.24,74.13,auto,tyres,27.54,12.42,2.21,0.017,0.044,2367.91,2202.24,-0.687
2026-02-05T15:35:49.178,BSOFT,463.45,5.25,426.30,408,407.26,547.73,1.74,27.07,26.48,65.47,i.t,computers - software - medium / small,17.41,13.80,8.15,0.118,0.078,419.30,387.75,-1.56
2026-02-05T15:35:49.178,BALRAMCHIN,445.75,0.928,428.06,411.50,406.84,504.11,0.484,41.74,22.02,61.78,fmcg,sugar,25.78,9.56,-25.77,-0.254,-0.228,416.49,396.79,-2.02
2026-02-05T15:35:49.178,BLUEDART,5895,3.30,5499.27,5384.50,5397.71,6640.94,1.43,51.19,53.38,70.00,transportation,couriers,21.09,9.21,-11.14,-0.065,-0.164,5524.02,5252.79,-2.22
2026-02-05T15:35:49.178,TMPV,375.60,0.040,357.01,339.35,344.02,422.96,1.22,-5.37,11.99,64.82,auto,automobiles - passenger cars,18.65,9.18,-10.04,-0.114,-0.161,348.25,327.73,-2.55
2026-02-05T15:35:49.178,BAYERCROP,4464,-0.564,4351.20,4332.20,4327.74,4668.40,0.523,32.84,33.14,52.87,chemicals,pesticides / agrochemicals - multinational,19.90,3.15,-30.72,-0.276,-0.240,4277.38,4190.42,-2.93
2026-02-05T15:35:49.178,IRB,42.22,0.428,40.92,39.75,39.87,45.74,0.841,45.89,3.86,56.13,realty,construction,14.69,5.88,-12.37,-0.132,-0.202,39.67,37.85,-4.59
2026-02-05T15:35:49.178,RKFORGE,566,0.909,538.95,486.70,506.95,654.58,0.749,188.67,47.09,69.02,industrials,castings & forgings,18.63,11.65,-14.63,-0.098,-0.104,516.57,480.04,-5.16
2026-02-05T15:35:49.178,HFCL,71.19,3.40,66.26,63.45,63.39,82.89,1.29,26.56,191.25,61.19,telecom,cables - telephone,18.14,12.30,-13.33,-0.113,-0.212,63.07,58.50,-5.43
